I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-76.26794809794774,-197.43812560408696,-121.76855094590064,135.21819069177582,24.39429103783914,-159.37554721168726,222.76327183780631,246.6562609481116,-170.84921990283874,-223.4914320706357,-232.1741443117353,-196.89793815902703
-67.5926165023975,-176.7843650556897,-102.28355248118896,120.54164596004466,23.388468741468387,-143.2575790320816,244.190162140736,311.965876184835,-107.54280717416077,-193.2005424776671,-218.8611712924112,-189.75886079993415
-50.90486303132093,-135.84393037143127,-71.92356050434137,91.76712860901898,19.40699428808057,-110.73532597071699,262.918807340835,385.78306772775977,-10.314458120354175,-135.05811145681128,-186.09910381017926,-166.8664083582862
-27.653233232502316,-77.88710810152043,-33.37835870301933,51.584855590383086,12.719776970844578,-64.29233831611964,277.74678713439425,468.7184638819308,115.61591366371067,-54.70405513298556,-137.13444992744917,-130.84249413242833
0.46217659125431965,-7.332723498919222,10.085952333336536,3.077768460149855,4.2877763801843685,-7.493530376152194,286.45904002081625,558.3024604968778,261.3528985129378,41.64769071294813,-75.72381513977234,-84.58521880574881
33.989551075594136,74.76758556105779,55.77568406075443,-54.29232098873399,-4.199321235355455,58.24182375180408,285.71030940817946,646.6143886070131,419.4796243910787,155.75960140421284,-0.7177274246050729,-26.921613246959623
74.27787787660418,168.8918731531394,102.49344113150073,-122.46752228474543,-10.8047748186209,132.62080490513927,271.74391544687205,721.9544234601271,583.7607617104277,292.22536531798596,91.00776316540305,45.15503764388495
123.17246961668025,276.8925882153053,149.95749795718075,-204.10808742925838,-14.02762433598582,216.55081612335653,241.6989815057441,773.2459938547763,751.3805449772426,456.8692857299511,203.6151059803551,135.4674918496121
182.227920502879,400.5663573799029,197.7665378361071,-301.1238779083051,-13.09105369461031,311.15735761125234,194.39190406789749,792.8556210384013,922.4086182608917,653.6145305826003,340.3361317080453,246.8907711378779
251.3023695195825,539.349607912487,245.77917902888476,-412.5386860878061,-7.922030698429808,416.21748840704277,130.22944310418097,776.2835738106733,1097.1530658894535,879.7598324115543,500.6364821365423,379.25010913083406
327.30668851509654,687.6155936385021,294.1693540172346,-530.5222125192595,1.5113663890369935,528.8253221884511,53.16112341943335,730.3277152184673,1282.4098477761509,1116.1764337163468,675.8100005720444,526.0405647363441
403.105441447,834.059266797005,343.080313945562,-641.742184382847,13.800215514865158,642.2940631759284,-32.32437983323871,661.0404514002876,1476.9822071066374,1331.79195259065,849.6386657166586,674.7585027888281
468.99365397443216,964.9074905074322,392.1475386913826,-733.3801349843434,25.156260439997823,747.2366471718756,-124.91723505250957,560.648888497708,1657.8866175991716,1499.0961208678846,1004.566170597358,811.3814007015417
514.0783656007825,1064.864239035458,440.42192832615547,-793.2847747566857,30.896377371455856,832.422857432939,-224.97297530605465,416.40543860543403,1789.5817814574366,1593.8243222613191,1122.4015249865733,921.0111115108402
530.9298875193326,1123.6545885105752,486.70453129244925,-815.5429719847816,27.0713395822022,889.4293748670088,-333.8453249602844,214.61837353856936,1837.322029052988,1606.5154955106946,1192.283559839414,994.2560321634551
517.8409821293044,1139.076396697741,529.905944164575,-802.4160065452434,11.37842810894108,915.0513573251519,-452.43415439292403,-53.997543398410926,1777.4620634369658,1545.9868113062794,1213.8226118949206,1029.7794036357154
477.27569681953355,1113.9565774011862,568.9969389910584,-760.528881562439,-16.458281483432984,909.5539136952975,-579.5261967890274,-387.2703045968774,1600.7788434055801,1430.3024618042937,1192.522593876627,1030.7781745188313
417.00338558070143,1057.4322067067733,606.8422922168538,-700.3337707400024,-54.17479814245053,878.3496044670264,-709.3299388908545,-756.874199577549,1324.8668550973234,1284.2037748143057,1139.4330859813526,1004.8010441225342
347.8410088272303,980.2211796068968,644.0265811905847,-632.229141282749,-96.09657210596833,828.2134782372896,-831.081960422156,-1114.627582310357,989.0313365671936,1131.1966351803958,1066.7945615597991,960.3594834178562
279.00767801121947,888.5380153103251,672.5118713170723,-561.9217161366032,-134.21683973850122,762.5230512007029,-932.4639259977212,-1415.8836895717432,635.6651645618385,984.2080373749404,982.5081311471204,902.8086832388749
216.5561777993098,783.6636263032597,680.567729556984,-488.53010700308914,-159.9247472521829,681.8850863042353,-1000.6916780383126,-1619.8215872486508,309.51065985195964,840.0658231698944,887.7552152392173,832.7667905787575
162.7351555514888,664.316235299204,656.5755318310803,-409.05739577488384,-167.38872533424546,585.2717185634665,-1028.047709043969,-1708.401294756848,37.37171828614737,690.9317295177525,780.8932946735622,748.9741920636816
117.59193782468355,530.7286207563375,592.2561795130459,-323.39940130819923,-154.92156495142626,472.58755865213607,-1014.393040151388,-1692.1521567003674,-177.77992849512884,536.0981957206286,662.7613666037068,652.2820148808228
79.75222406760258,385.3167145642037,485.55923945597715,-232.85486228396076,-124.20177271097236,346.0299216743906,-964.5962407382885,-1596.2037351163635,-343.2634845945522,376.99644005898244,535.4962064738384,544.9234920822832
47.87665649615701,237.3489805905083,347.4881074932273,-142.72675973275454,-81.52816256310689,214.38398175261636,-888.9078698054418,-1455.1150540612925,-470.3052392272566,220.70423906336237,405.14304353845,432.79253189860265
21.136102689475592,100.68761147269652,199.2403695360299,-60.89441352288668,-36.074594135176085,90.92893562521385,-800.3305477117665,-1303.7140705236288,-568.548347601487,78.38863690969447,280.6747408052088,324.3677603216129
-0.927675441298561,-13.427458125615885,61.58745486002772,6.434794097292979,4.265758184702463,-13.31563339076456,-709.6342019599779,-1165.0204039218552,-642.5545161939954,-40.33636160442893,170.04509405338922,226.98566999220884
-16.97121063351551,-95.59758896195308,-45.276005040857854,54.366454260574756,34.16534177396352,-89.02891877972888,-622.8123802473947,-1039.3158180168102,-684.3292795796879,-127.27994095024496,80.40181270492758,146.9375178274945
-25.953825661708834,-142.82921439787242,-111.350593371586,81.69737678528509,51.956828004003,-132.94889575576508,-541.7747718901537,-918.5910826792133,-685.4669738514312,-179.61922185471758,15.049643298991214,87.02223300070455
-29.040812382992954,-160.02519105781903,-139.76708373274596,91.54600721806946,58.68637100192154,-149.2314503847756,-467.1642693282174,-802.6348014013092,-649.3634183578124,-201.15461105574104,-27.686633210686523,45.80979839039719
-27.983775271128252,-155.80741794114147,-139.90681448012583,89.06889854629298,57.17248326133722,-145.5811756174635,-398.1512338794146,-690.613816883575,-583.5293108869919,-199.13790045800943,-52.07644570658704,19.674665036649003
-24.805795071533794,-140.4896520082766,-124.5560513335895,80.29049061019305,51.18034067645203,-131.40023360383884,-333.2885542112381,-581.8213967426127,-500.35101791057605,-183.04419322810918,-63.83445346643384,3.9323958222039437
-21.366634109936058,-123.60507452494312,-106.34013022656836,70.70076367770162,44.39396202298303,-115.45159315340561,-271.4804272844758,-476.5602946021918,-414.2050365813666,-162.3701851204578,-68.8100479338591,-6.049115370456093
-18.81414848202803,-110.99800304405653,-93.4472704460004,63.62068494961568,39.18626349520946,-103.11663405332547,-212.73148073894663,-376.5221987051809,-335.85308786357564,-143.5883827904472,-71.3301345797172,-13.595250324725384
-17.03662295936192,-101.51828857294095,-84.64784134776528,58.33552084580333,35.186989211430046,-93.34126304284928,-159.1826820955448,-285.24980020173825,-270.3209652949972,-127.43559576350435,-72.10022560884681,-18.889607979515404
-15.542480393041842,-92.08025876278771,-75.79452626009515,53.05055181676653,31.187793869924462,-83.27562582133396,-113.15049017015372,-205.93885131417483,-218.1472010583857,-112.43333123947195,-70.57105824219252,-21.224039168761465
-14.31311063153953,-82.68202635895432,-66.89030251302574,47.76562869250483,27.188555387824636,-72.93871041957482,-75.19448800816645,-139.70658456047386,-178.28786196420333,-98.80380960214188,-67.64113687563622,-21.43605611251087
-13.28483606672853,-73.31583706578749,-57.94818861659951,42.480758179365694,23.189284173437954,-62.403035591451044,-45.24051477624016,-86.63341500428578,-147.9677549013777,-86.38465794573312,-64.02996082130721,-20.361349556956156
-12.379885166068561,-63.859955714413445,-48.75488505096291,37.13215996845429,19.051219280019723,-51.68180631645009,-22.711145857532756,-45.93082357533058,-123.9945123507714,-74.82314433183728,-60.282765813683,-18.80378661095301
-11.504931262208629,-54.252712292727665,-39.24545353585927,31.68359541985592,14.713974966166461,-40.98121814529395,-6.537969354263623,-15.906322085345892,-103.58023399207923,-63.84100758529348,-56.748014698601764,-17.42694222899945
-10.557373816563995,-44.715364944589965,-29.93083104579273,26.24861933444754,10.44806916759444,-30.909133291531816,4.7076718191729015,5.831433147826829,-84.94180552974103,-53.445013112813285,-53.54726824670797,-16.59020710432469
-9.479581694060471,-35.64576929008399,-21.614023670415918,21.030203918534426,6.693612486486018,-22.257378980235444,12.399491359763488,21.697894883276604,-68.95238796693593,-44.165560624974205,-50.62487195937865,-16.28413067506699
-8.239667223397191,-27.498911500631948,-15.137507233046563,16.26655976757229,3.920353809957305,-15.738277185582774,17.6523192699442,33.638865622016965,-56.83903476478008,-36.57614521227242,-47.918048208804976,-16.386120165754164
-6.801053833298283,-20.68329273987365,-11.175696870976026,12.183223232314049,2.509151902524536,-11.80720470835513,21.442589619753562,43.21963727293041,-47.92630204085981,-30.803541716236396,-45.40242208155178,-16.843531510565754
-5.157770929905382,-15.495322253282211,-10.071479444812212,8.951458029850073,2.6548704575470765,-10.59722173663613,24.535068590344963,51.57257092873988,-41.29476754564348,-26.786634784178204,-43.038278529854324,-17.562283588008995
-3.2692950075816043,-11.969851721549276,-11.530560024673832,6.578979273968798,4.213413388510162,-11.694199851427584,27.442863316313378,59.29841380205107,-36.00130727330543,-24.22459416818583,-40.70840225493885,-18.38511969747333
-1.1976207916031854,-9.93179988859265,-14.637913749831569,4.983541861261983,6.666887212026268,-14.22705022474338,30.434341031812437,66.50032335050128,-31.316952720571862,-22.672071903913093,-38.36548539281284,-19.204074959102854
0.7756620021700655,-9.142343241945127,-18.25144497149995,4.114871732383108,9.306103037223693,-17.253545675104306,33.56926022877815,72.97650493296896,-26.915444577127346,-21.72833212986916,-36.178737122586426,-20.06910777316307
2.2711040219346614,-9.228277122096188,-21.054536493998967,3.872433713620012,11.293180255952393,-19.822797433640517,36.732337355404525,78.35012923376416,-23.11244428341888,-21.091873900718383,-34.442440000486386,-21.15310647691058
2.950334533023124,-9.91147779777748,-22.202203263352203,4.196743696047633,12.065595121006481,-21.371970730133853,39.84488823049651,82.46844704202158,-20.27861002282043,-20.60436396830937,-33.44377802509007,-22.630246375160823
2.609504196081616,-11.105512253760025,-21.592462912325573,5.097684956426747,11.520276203013964,-21.83351359693188,42.920206094664536,85.48433933807246,-18.332748897968486,-20.18977715470737,-33.3534949930945,-24.567369202570262
1.2191020528425724,-12.73117086005368,-19.506197237778906,6.532389990488809,9.823186713476389,-21.388211294947723,45.964029209042565,87.6795378697243,-17.068015657499927,-19.807831680862364,-34.190547257905564,-26.924736419598503
-0.9341571829372697,-14.62864663383516,-16.534725669424006,8.30327394291271,7.412518788618399,-20.388457657887102,49.07655529365911,89.44445146057478,-16.09238664375698,-19.395750105010848,-35.70638253630932,-29.47594960958031
-3.3106249725842645,-16.506427028853068,-13.402676108946252,10.053177402849542,4.880754246676588,-19.20153553822547,52.27320766895173,91.253294500435,-14.921787929322818,-18.829832262136733,-37.396187223186644,-31.82045098062781
-5.36949850572455,-18.0044249452003,-10.685962528346863,11.394860519083522,2.736490476569088,-18.030799812170244,55.2890458660022,93.54673328727586,-13.193358823624294,-17.94714848898093,-38.69163170062984,-33.53214438576197
-6.599412614696121,-18.69521552097649,-8.566471912314228,11.92111390610171,1.254419747805514,-16.767792975997963,57.71505240895749,96.60007892425892,-10.715916614095477,-16.52562974198463,-39.01854352981718,-34.20783706126349
-6.733818464796059,-18.283926054104086,-6.996494840006562,11.390191626256637,0.4999970444023347,-15.20826805789602,59.13887839359995,100.52874336894456,-7.474909719601783,-14.405205353507881,-38.040788837362925,-33.626056354900356
-5.807097245789919,-16.742275567268734,-5.985692045542237,9.82041318386473,0.4726851890754915,-13.312724449694542,59.25565752563307,105.35205568655147,-3.5680747593687556,-11.582811587076321,-35.750143265242514,-31.800671594498453
-4.009004424953673,-14.212551653914488,-5.482807718590266,7.384619575948818,1.0836650655292033,-11.089863190160486,57.93550924285046,110.94838822137535,0.8253295474951301,-8.148412912176354,-32.341023427363325,-28.900279460286583
-1.6282490213543497,-11.002521390157199,-5.341942091848978,4.401605865800775,2.161739620904882,-8.537625227915214,55.322472930894946,117.02100058276847,5.487824576701314,-4.295081695868248,-28.201076769641077,-25.241764047126253
1.036983827025324,-7.551599991416879,-5.445379183260229,1.2613814867418114,3.5378024839183126,-5.7847988168628035,51.903267926832996,123.14713570879758,10.216980875649824,-0.2757911909939139,-23.813159582929984,-21.21724497226296
3.787224177556709,-4.299957815028392,-5.834722192645131,-1.7199076802662603,5.14170655021735,-3.192705180507346,48.38197754501016,128.93485928173504,14.887424815251507,3.6926105911779814,-19.571719276738804,-17.15440246403341
6.6294305008323136,-1.560964087537286,-6.673563806052698,-4.397684041679895,7.028611536650715,-1.2152839112268339,45.57320600639105,134.10326976374563,19.521374338055466,7.479564625679814,-15.662406240995551,-13.22404267248612
9.64115611978741,0.5148762075514242,-8.139983861794462,-6.754692101548244,9.288751533520553,-0.233229850706266,44.03731603932465,138.53401711449442,24.183384802789078,11.040315718515558,-12.115052796352757,-9.476581847521174
12.806197097846962,1.8860412306239596,-10.316892101269332,-8.796931150354794,11.941898520249197,-0.44990136104797784,43.90951321039938,142.23753215062243,28.8703846864737,14.370488371652755,-8.936183951483144,-5.940447913872504
16.098700352569722,2.637238399054695,-13.178885866267592,-10.584901676338632,14.961162675862397,-1.8572202871609989,45.03396074461671,145.3317928671131,33.57786239638881,17.50652926395287,-6.073613032517642,-2.5962912007726118
19.511842590289234,2.9945761398557806,-16.524899770545744,-12.21627779897426,18.27799024058004,-4.066232173683602,46.89774677802234,148.05032144086908,38.36275800457952,20.557244138522037,-3.3826017659121135,0.7185247822526435
22.995792070460084,3.2800057148269843,-19.9530361305915,-13.803987076673366,21.71255856152584,-6.407551309311202,48.76648967719302,150.6542739486922,43.234403131715226,23.604369159384987,-0.7501736898057061,4.102879948446116
26.404866221446355,3.7952123816503445,-22.973976323757597,-15.443927221551348,24.958428108623593,-8.26453008816452,50.008849817650116,153.31037510106762,48.04555832620463,26.597492396535017,1.7695901964689256,7.360505142628881
29.55274902282872,4.754398763367135,-25.082100967638326,-17.175192239368698,27.65918038207019,-9.108626339037528,50.231524966866345,156.0585867882328,52.58648900520893,29.393373432339104,3.9927664076994915,10.11631404952277
32.2740821228017,6.2598475190170575,-25.956177668611417,-19.00829720801994,29.538610394743955,-8.711831117877864,49.32892703214202,158.8758960578889,56.664694961425994,31.842046791165558,5.718047465562449,11.976921926693649
34.46778275134966,8.3452702602699,-25.545814287914254,-20.969325800214392,30.473692833757013,-7.181564058812455,47.373931396467015,161.77392423434867,60.16881531391482,33.87176099412227,6.839667973235009,12.68056373454101
36.11585454384294,10.983208845285844,-23.99416984205527,-23.076032064866922,30.48542579057721,-4.796941984863224,44.57888032658775,164.789910344065,63.117172280977684,35.50432280472796,7.358741386016845,12.157178910420953
37.283330709007714,14.087253038313065,-21.656878028665233,-25.27837784770054,29.763067023271105,-1.9273051116792885,41.2576825738488,168.04842583135178,65.7712767800731,36.91830152973671,7.435519736589413,10.700048539475574
38.19052401311092,17.564117547362912,-19.03256919552223,-27.555139884804703,28.683026462031194,1.0661661288504547,37.726820408446656,171.74986148004245,68.60834531146065,38.460811077536164,7.436668852128605,8.942293133947715
39.21474703169042,21.37189540129839,-16.577563901904796,-30.026486034059417,27.716904671424345,3.947181338237442,34.1783924569736,176.07928951888607,72.12063902529735,40.53861005826275,7.8551563390064985,7.58955933591551
40.794986699349465,25.53452720859059,-14.591938798594128,-32.88106915968456,27.32468905321548,6.743821263063637,30.592863969503014,181.20786601818872,76.77451243505129,43.56407521781421,9.227366856329354,7.371066611977767
43.26566972819455,30.094308980489586,-13.191070324110115,-36.314108033124285,27.803193259442196,9.568740018945391,26.873414482824955,187.21102211515245,82.815281043906,47.7910464802635,11.918794006891403,8.711951209366816
46.77398034419275,35.049172564818946,-12.379229168616803,-40.47170163497594,29.245900490234817,12.414192119445488,23.006812823501605,194.02896219660397,90.1994676660961,53.246724046357485,16.023948471385665,11.603272108320652
51.299917771901164,40.36267898080223,-12.051612061532069,-45.40624399762055,31.57651392914522,15.272385663069144,18.99398560492409,201.52498374220522,98.7101958692183,59.8017855305834,21.43506980033635,15.790390410969394
56.63609514127165,45.97403091042361,-12.002979902428706,-51.04024488763844,34.56302924351439,18.141023869671244,14.65645592738656,209.5008594196188,107.9870644335897,67.16519880547276,27.812907095832088,20.826579592026974
62.364371079611374,51.74110497799484,-11.981919670048228,-57.09615560943257,37.79906451712759,21.015842592919398,9.988659999402444,217.73736929309598,117.60233108476496,74.94288195619902,34.645369524658236,26.159015045963315
67.95313580185939,57.422743476739925,-11.788946875472902,-63.12953778757583,40.78541980321552,23.882695461186813,5.53219480631742,226.06348409511702,127.2016578220464,82.77682472324432,41.43216724985632,31.30315585640983
72.88418586052103,62.74404992876589,-11.342405562876593,-68.61173404581587,43.08041998600311,26.725187609538807,2.0908413026500057,234.41152605385287,136.62571224721614,90.43715830613746,47.79880584283546,36.03018385407313
76.81976413938537,67.49148906166556,-10.642309441020188,-73.1523392953759,44.40896595517279,29.52823273310969,0.44037154872239626,242.77279999662096,145.844112922774,97.82762350696248,53.56453441299345,40.29264061212234
79.6441083222835,71.56708327810702,-9.69233173777684,-76.61506470190216,44.66321122552472,32.281147387351666,1.101249918625399,251.12921575548899,154.82648993384646,104.91426901643536,58.69281489822242,44.05721893678583
81.43199912388991,74.9886716896981,-8.523653049016502,-79.05654788272295,43.91397326574588,34.98264126253707,4.2048131677529454,259.48372382246816,163.59799273769386,111.73377227035326,63.27168672210246,47.390070510840815
82.48752707757922,77.92637796710187,-7.192945030194096,-80.78192777479308,42.46744455990756,37.62037477892318,9.118830253295528,267.83862040576787,172.1880609536911,118.39469482621371,67.511128186522,50.460468048469465
83.27093566524309,80.6878690519552,-5.75156250940563,-82.26379705005093,40.8017774742375,40.20971627941799,14.579971232726166,276.195786860324,180.6620578556376,125.00231646331486,71.66291125315547,53.51895250160487
84.22274465259216,83.62370388545969,-4.211673166140827,-83.94798353047463,39.376630787384784,42.8369511562737,19.32020188257775,284.5856847729774,189.17855027242695,131.5988807286294,75.91286371502974,56.823515801734175
85.68751280173456,87.07577201421736,-2.540081779805405,-86.18970026317947,38.55930892725428,45.62804264862916,22.109801484939453,293.05963075611726,197.92779900132336,138.1741544781753,80.33716988239667,60.577927705997354
87.85708497879568,91.2755748821146,-0.6939050432338263,-89.18316012782725,38.53732086845412,48.708586858078434,22.316544078139486,301.70158665762574,207.1142985419283,144.7329265805629,84.95592230288912,64.90169929536751
90.82230684559181,96.32690847053163,1.3401201214055618,-93.00587538237596,39.34459328777484,52.176024502779,20.095395396694585,310.6428439024603,216.9629683941348,151.37629943478987,89.83079124587584,69.85561195088485
94.60844753683159,102.25055351818082,3.554629047264825,-97.67201581852623,40.91343984454761,56.08900817308631,15.99591319441788,320.048229921229,227.68180217320332,158.29996335585292,95.05130913223365,75.44268133226433
99.2101302175779,109.0166606512903,5.943876156297847,-103.23038773703774,43.0813039068189,60.447520145566614,10.809324257183107,330.1059978116082,239.45163841623798,165.9229847688166,100.81819323673517,81.62367751077772
104.65094837150536,116.55088802987666,8.443685904483573,-109.74698908764731,45.693855387044096,65.17774615249027,5.370321935241009,341.04874437440594,252.38926653899398,174.78100395111142,107.39271495472258,88.31988897752262
110.99819531715912,124.74153769820623,10.889844311366687,-117.21403612801078,48.712257510385825,70.15477777167234,0.28284040095059026,353.11340484716857,266.50372965104,185.23144781768406,114.94147068197526,95.42468152410675
118.37275716961267,133.50076086609988,13.078682023429792,-125.62774493332108,52.23058350182964,75.22398209323637,-4.393175896317189,366.46463770248556,281.6907658334112,197.44889485848125,123.55277014302555,102.84472375162295
126.85219424157913,142.76308824921216,14.84252186908634,-134.92361766563408,56.36563457264674,80.27870571423591,-8.829312691170344,381.16776577944984,297.8273215204172,211.3728057599683,133.19202096671052,110.51092214292294
136.37328412561146,152.4491711710325,16.097779820387586,-144.9102916332231,61.1278924189528,85.29816333131203,-13.017713777991958,397.1873720834574,314.8360690737427,226.73182976435328,143.69305781578896,118.36126500999808
146.76990488786578,162.49437296681026,16.857153691296844,-155.35932301231696,66.44614995501979,90.31796180226956,-17.00290400796257,414.3627191512005,332.6481310877043,243.1371489922485,154.8242066249295,126.35324099367472
157.72997618870613,172.87002330849646,17.295739520341158,-166.0425405652204,72.09834068550208,95.43985634021101,-20.870706371457345,432.34407420289426,351.2333838440172,260.15154861654537,166.3292976208122,134.46747726113153
168.84131304737093,183.57901685787147,17.71745427146743,-176.77162748098272,77.73822994654893,100.81472118482543,-24.76368109611758,450.6646221375195,370.5839324212393,277.37292400567003,177.97366208788299,142.7164209110897
179.7428127022995,194.62955813101144,18.416509386375765,-187.4410876365182,83.03720612563484,106.58331668993196,-28.864646625199384,468.9293314398783,390.6646839617206,294.53978877592726,189.60277527693142,151.13757287430826
190.17794201207653,206.03968252551567,19.65130629387204,-198.0777888476623,87.71261809962289,112.84132150342248,-33.338734622228,486.8535479184775,411.4240824886401,311.64716925128505,201.21034429243264,159.77778573950673
200.0370212218586,217.8044594135754,21.54806416579231,-208.7391839542961,91.62697783412659,119.6209980036565,-38.294769926475055,504.3089705057173,432.7747187802197,328.7736315243774,212.83858709020114,168.66200696500255
209.3330436112974,229.8802053550935,24.081605493242023,-219.4201938973829,94.81484780666324,126.90620254526266,-43.78114472207744,521.2903785786402,454.58638707092905,345.89769639991937,224.4734390108706,177.779437055362
218.17341942385065,242.20897353918917,27.141289861288897,-230.11597917379368,97.41805244526404,134.63712566647882,-49.77526841594408,537.8657131838318,476.71287984211085,363.011624307891,236.1116782797062,187.09085896237502
226.7236904035417,254.6995206284082,30.554788933359305,-240.79479926675413,99.66454641373366,142.70327479450953,-56.15333288502188,554.1301764083855,499.00094056423404,380.10645502161697,247.73521410477588,196.51557860462708
235.18793448799806,267.27783823593563,34.13917680075792,-251.44158937681277,101.81829861206461,150.9766240396889,-62.71518751021904,570.1552900005445,521.3068946148869,397.1903776776644,259.3500077172512,205.9438820444484
243.76377744410092,279.95024327972715,37.76965105897034,-262.1115673468321,104.08856348170957,159.3676767263787,-69.26855215083015,585.9542546349221,543.5285192849806,414.3095147746417,271.03150451523015,215.2793118542686
252.55550529949141,292.7829399476068,41.435018296773706,-272.89535520719437,106.55232277048344,167.84036778002928,-75.65521392141454,601.4309483949401,565.6292260357841,431.52358758010905,282.8867201359244,224.45244563701135
261.6024184023663,305.85501625667894,45.17190987363574,-283.88683460118955,109.20390551941455,176.39418377527,-81.79602091312336,616.48180748085,587.6030330248941,448.88835505615134,295.02056912801436,233.43456292891915
270.94360781895375,319.2139575727706,48.97529538717754,-295.15651244837863,112.04382418287969,185.02861862641657,-87.68761760191046,631.1038735106486,609.4394033063145,466.44740922415076,307.51314142310366,242.23241553136813
280.570241248648,332.86827638296927,52.838599031461854,-306.73204947313025,115.03882084054294,193.74371131049747,-93.37345153290698,645.333025299491,631.1455228189079,484.22151739623314,320.4019009811409,250.87881641777767
290.4445314696568,346.8185126107055,56.76473217467901,-318.61723393311513,118.12911026944039,202.5581128803433,-98.92916256475837,659.2457136225967,652.7811549457892,502.2105093616801,333.6639632588758,259.42012102804256
